,id,time,R1,R2,R3,R4,R5,R6,R7,R8,Temp,Humidity,date,class,dt,Target,time1,Datetime,unix,Temp_Pred,Humidity_Pred,R1_Pred
0,0,12.49025,12.8621,10.3683,10.4383,11.6699,13.4931,13.3423,8.04169,8.73901,26.2257,59.0528,04/07/15,banana,1.64,1,12:29:24,07/04/15 12:29,1428409764,26.25596333,58.88987334,12.86476667
1,0,12.490528,12.8617,10.3682,10.4375,11.6697,13.4927,13.3412,8.04133,8.73908,26.2308,59.0299,04/07/15,banana,1.64,1,12:29:25,07/04/15 12:29,1428409765,26.25499287,58.88611715,12.86663426
2,0,12.490806,12.8607,10.3686,10.437,11.6696,13.4924,13.3405,8.04101,8.73915,26.2365,59.0093,04/07/15,banana,1.64,1,12:29:26,07/04/15 12:29,1428409766,26.25367562,58.88310535,12.86868907
3,0,12.491084,12.8602,10.3686,10.437,11.6697,13.4921,13.3398,8.04086,8.73936,26.2416,58.9905,04/07/15,banana,1.64,1,12:29:27,07/04/15 12:29,1428409767,26.25204241,58.88079105,12.87093348
4,0,12.491373,12.8595,10.3688,10.4374,11.6699,13.4919,13.339,8.04087,8.73986,26.2462,58.9736,04/07/15,banana,1.64,1,12:29:28,07/04/15 12:29,1428409768,26.25014164,58.87911896,12.87334252
5,0,12.491651,12.8594,10.3691,10.4376,11.6702,13.4921,13.3382,8.04088,8.74016,26.2503,58.9583,04/07/15,banana,1.64,1,12:29:29,07/04/15 12:29,1428409769,26.24799974,58.87804408,12.87590596
6,0,12.491929,12.8595,10.3695,10.4378,11.6702,13.4919,13.3377,8.0406,8.74013,26.2541,58.9445,04/07/15,banana,1.64,1,12:29:30,07/04/15 12:29,1428409770,26.2456335,58.87752013,12.87859511
7,0,12.492207,12.8587,10.3696,10.4372,11.6698,13.4916,13.3371,8.04063,8.73963,26.2575,58.9319,04/07/15,banana,1.64,1,12:29:31,07/04/15 12:29,1428409771,26.24306108,58.87750636,12.88141792
8,0,12.492485,12.8579,10.3693,10.4365,11.6694,13.4914,13.3365,8.04009,8.73949,26.2606,58.9206,04/07/15,banana,1.64,1,12:29:32,07/04/15 12:29,1428409772,26.24029834,58.87796306,12.88437577
9,0,12.492773,12.8573,10.3692,10.4362,11.6693,13.4912,13.3364,8.03989,8.73937,26.2626,58.9103,04/07/15,banana,1.64,1,12:29:33,07/04/15 12:29,1428409773,26.23737267,58.87885475,12.88745956
10,0,12.493052,12.8569,10.3695,10.4362,11.6692,13.4913,13.3359,8.0397,8.73956,26.2643,58.901,04/07/15,banana,1.64,1,12:29:34,07/04/15 12:29,1428409774,26.23430427,58.88014725,12.89066374
11,0,12.49333,12.8565,10.3696,10.4363,11.6695,13.4911,13.3356,8.03968,8.73958,26.2658,58.8926,04/07/15,banana,1.64,1,12:29:35,07/04/15 12:29,1428409775,26.23109936,58.8818092,12.89397242
12,0,12.493608,12.8569,10.3694,10.4362,11.6698,13.4912,13.3352,8.03951,8.73945,26.2671,58.885,04/07/15,banana,1.64,1,12:29:36,07/04/15 12:29,1428409776,26.22776316,58.88381032,12.89736405
13,0,12.493886,12.8563,10.3695,10.4365,11.67,13.4915,13.335,8.03951,8.73978,26.2683,58.8781,04/07/15,banana,1.64,1,12:29:37,07/04/15 12:29,1428409777,26.22274444,58.88632701,12.90255727
14,0,12.494174,12.8558,10.3698,10.4368,11.6703,13.4918,13.3346,8.0395,8.73994,26.2695,58.8719,04/07/15,banana,1.64,1,12:29:39,07/04/15 12:29,1428409779,26.21975964,58.88911411,12.90542907
15,0,12.494452,12.8553,10.3696,10.4367,11.6703,13.4918,13.3347,8.03964,8.74023,26.2705,58.8663,04/07/15,banana,1.64,1,12:29:40,07/04/15 12:29,1428409780,26.21651389,58.89198618,12.90858278
16,0,12.49473,12.8549,10.3694,10.4366,11.6705,13.4921,13.3344,8.03948,8.74003,26.2708,58.8612,04/07/15,banana,1.64,1,12:29:41,07/04/15 12:29,1428409781,26.21307129,58.89501045,12.91194403
17,0,12.495008,12.855,10.3698,10.437,11.6707,13.4921,13.3347,8.03947,8.74047,26.2707,58.8566,04/07/15,banana,1.64,1,12:29:42,07/04/15 12:29,1428409782,26.20947583,58.8982132,12.91545825
18,0,12.495286,12.855,10.3699,10.4367,11.6704,13.4921,13.3344,8.03947,8.7404,26.2707,58.8524,04/07/15,banana,1.64,1,12:29:43,07/04/15 12:29,1428409783,26.20575467,58.90160214,12.91909143
19,0,12.495575,12.8546,10.37,10.4366,11.6706,13.4918,13.334,8.03947,8.7405,26.2706,58.8487,04/07/15,banana,1.64,1,12:29:44,07/04/15 12:29,1428409784,26.20193029,58.90517416,12.92281882
20,0,12.495853,12.8543,10.3708,10.4359,11.6706,13.4925,13.3342,8.03932,8.74058,26.2706,58.8452,04/07/15,banana,1.64,1,12:29:45,07/04/15 12:29,1428409785,26.19801787,58.90892177,12.92663048
21,0,12.496131,12.8539,10.3704,10.4357,11.6704,13.4932,13.3339,8.03919,8.74051,26.2705,58.8422,04/07/15,banana,1.64,1,12:29:46,07/04/15 12:29,1428409786,26.19403143,58.91283397,12.93051909
22,0,12.496409,12.8537,10.37,10.4357,11.6704,13.4933,13.3345,8.03907,8.74075,26.2705,58.8394,04/07/15,banana,1.64,1,12:29:47,07/04/15 12:29,1428409787,26.18998153,58.9168993,12.93447378
23,0,12.496687,12.8541,10.3701,10.4355,11.6706,13.4937,13.3342,8.03897,8.74019,26.2707,58.8368,04/07/15,banana,1.64,1,12:29:48,07/04/15 12:29,1428409788,26.18587537,58.92110616,12.93848545
24,0,12.496976,12.8545,10.3701,10.4353,11.6707,13.494,13.3339,8.03887,8.73969,26.2709,58.8345,04/07/15,banana,1.64,1,12:29:49,07/04/15 12:29,1428409789,26.17026647,58.93385884,12.95412266
25,0,12.498933,12.8663,10.3877,10.4532,11.6912,13.5209,13.3484,8.04149,8.74401,26.2594,58.8502,04/07/15,banana,1.64,1,12:29:56,07/04/15 12:29,1428409796,26.16940224,58.93994086,12.95428349
26,0,12.535269,12.8765,10.4037,10.4694,11.7098,13.5451,13.3614,8.04401,8.74792,26.249,58.8643,04/07/15,banana,1.64,1,12:32:06,07/04/15 12:32,1428409926,26.17198645,58.93877501,12.95153614
27,0,12.535547,12.8858,10.4183,10.4847,11.7266,13.5666,13.3733,8.04642,8.75192,26.2386,58.8762,04/07/15,banana,1.64,1,12:32:07,07/04/15 12:32,1428409927,26.17160886,58.93959538,12.95180566
28,0,12.535825,12.8939,10.4313,10.4984,11.7418,13.5864,13.3844,8.04847,8.75539,26.2292,58.8849,04/07/15,banana,1.64,1,12:32:08,07/04/15 12:32,1428409928,26.17050916,58.94091044,12.95281796
29,0,12.536103,12.9018,10.4435,10.5105,11.7557,13.6043,13.3944,8.05046,8.75867,26.2207,58.8928,04/07/15,banana,1.64,1,12:32:09,07/04/15 12:32,1428409929,26.1691453,58.94241512,12.95409382
30,0,12.536381,12.9091,10.4543,10.5218,11.7681,13.6205,13.4032,8.05226,8.76165,26.213,58.8999,04/07/15,banana,1.64,1,12:32:10,07/04/15 12:32,1428409930,26.16767204,58.94400608,12.9554766
31,0,12.536659,12.9153,10.4641,10.5319,11.7796,13.6351,13.4112,8.05389,8.76403,26.2061,58.9064,04/07/15,banana,1.64,1,12:32:11,07/04/15 12:32,1428409931,26.16615608,58.94563787,12.95690271
32,0,12.536937,12.9208,10.4728,10.5413,11.7897,13.6483,13.4186,8.05537,8.76634,26.1998,58.9122,04/07/15,banana,1.64,1,12:32:12,07/04/15 12:32,1428409932,26.16463221,58.9472878,12.95833496
33,0,12.537215,12.9268,10.4806,10.5491,11.7987,13.6603,13.4249,8.05642,8.76813,26.1941,58.9175,04/07/15,banana,1.64,1,12:32:13,07/04/15 12:32,1428409933,26.16286144,58.94916798,12.96001052
34,0,12.537503,12.9315,10.4877,10.5569,11.8068,13.6709,13.4308,8.05737,8.76989,26.1899,58.9222,04/07/15,banana,1.64,1,12:32:15,07/04/15 12:32,1428409935,26.16141179,58.95075412,12.96137143
35,0,12.537781,12.9365,10.4949,10.5642,11.8145,13.681,13.4361,8.05837,8.7718,26.1861,58.9266,04/07/15,banana,1.64,1,12:32:16,07/04/15 12:32,1428409936,26.1599896,58.95230342,12.96270393
36,0,12.53806,12.9403,10.501,10.5709,11.822,13.6899,13.4415,8.05928,8.77322,26.1826,58.9305,04/07/15,banana,1.64,1,12:32:17,07/04/15 12:32,1428409937,26.15860008,58.95380774,12.96400405
37,0,12.538338,12.9442,10.5065,10.5771,11.8281,13.6981,13.446,8.06024,8.77481,26.1795,58.934,04/07/15,banana,1.64,1,12:32:18,07/04/15 12:32,1428409938,26.15724637,58.9552615,12.96526721
38,0,12.538616,12.9479,10.5117,10.5826,11.834,13.7054,13.4502,8.06111,8.77625,26.1767,58.9372,04/07/15,banana,1.64,1,12:32:19,07/04/15 12:32,1428409939,26.15593049,58.95666147,12.96648845
39,0,12.538904,12.9511,10.5161,10.5876,11.8394,13.7119,13.4539,8.06176,8.77724,26.1742,58.9401,04/07/15,banana,1.64,1,12:32:20,07/04/15 12:32,1428409940,26.15465309,58.95800534,12.96766663
40,0,12.539182,12.9544,10.52,10.5914,11.8434,13.7179,13.457,8.06234,8.77814,26.1719,58.9427,04/07/15,banana,1.64,1,12:32:21,07/04/15 12:32,1428409941,26.15341504,58.95929208,12.96879915
41,0,12.53946,12.9567,10.5237,10.595,11.8477,13.7232,13.4604,8.06287,8.77895,26.1691,58.9451,04/07/15,banana,1.64,1,12:32:22,07/04/15 12:32,1428409942,26.15221986,58.96052086,12.96988717
42,0,12.539738,12.9588,10.5267,10.5982,11.8513,13.7281,13.4631,8.06321,8.77984,26.1663,58.9472,04/07/15,banana,1.64,1,12:32:23,07/04/15 12:32,1428409943,26.15107062,58.96169199,12.9709319
43,0,12.540016,12.9614,10.53,10.6017,11.8544,13.7325,13.4656,8.06365,8.78049,26.1638,58.9492,04/07/15,banana,1.64,1,12:32:24,07/04/15 12:32,1428409944,26.14996957,58.9628055,12.97193174
44,0,12.540305,12.9637,10.5327,10.6051,11.8574,13.7367,13.4679,8.06406,8.78124,26.1616,58.9509,04/07/15,banana,1.64,1,12:32:25,07/04/15 12:32,1428409945,26.14891738,58.96386258,12.97288618
45,0,12.540583,12.9654,10.5352,10.6081,11.8606,13.7405,13.47,8.06442,8.78206,26.1595,58.9525,04/07/15,banana,1.64,1,12:32:26,07/04/15 12:32,1428409946,26.14791507,58.96486415,12.97379648
46,0,12.540861,12.9673,10.5371,10.6105,11.8632,13.744,13.4718,8.06475,8.78281,26.1576,58.9539,04/07/15,banana,1.64,1,12:32:27,07/04/15 12:32,1428409947,26.14696261,58.96581183,12.97466253
47,0,12.541139,12.9684,10.5389,10.6125,11.8654,13.7468,13.4732,8.06505,8.78303,26.156,58.9552,04/07/15,banana,1.64,1,12:32:28,07/04/15 12:32,1428409948,26.14605177,58.96670668,12.97548359
48,0,12.541417,12.9694,10.5404,10.6146,11.8671,13.7497,13.4748,8.06518,8.78337,26.1544,58.9564,04/07/15,banana,1.64,1,12:32:29,07/04/15 12:32,1428409949,26.14517607,58.9675505,12.97626318
49,0,12.541706,12.9698,10.542,10.6166,11.8689,13.7523,13.4759,8.06558,8.78384,26.1531,58.9575,04/07/15,banana,1.64,1,12:32:30,07/04/15 12:32,1428409950,26.14432929,58.9683446,12.97700617
50,0,12.541984,12.9711,10.5438,10.6183,11.8712,13.7546,13.4772,8.0658,8.78396,26.1518,58.9584,04/07/15,banana,1.64,1,12:32:31,07/04/15 12:32,1428409951,26.14350694,58.96909108,12.97771302
51,0,12.542262,12.9723,10.5456,10.6201,11.8732,13.7567,13.4794,8.066,8.78437,26.1507,58.9593,04/07/15,banana,1.64,1,12:32:32,07/04/15 12:32,1428409952,26.14270518,58.96979159,12.97838436
52,0,12.54254,12.9731,10.5471,10.6217,11.8746,13.7586,13.4803,8.06618,8.78475,26.1497,58.9601,04/07/15,banana,1.64,1,12:32:33,07/04/15 12:32,1428409953,26.14192076,58.97044779,12.97902222
53,0,12.542818,12.9744,10.5484,10.6232,11.8763,13.7603,13.4814,8.06648,8.78508,26.1488,58.9608,04/07/15,banana,1.64,1,12:32:34,07/04/15 12:32,1428409954,26.14115046,58.97106136,12.97962504
54,0,12.543101,12.9745,10.5491,10.6241,11.8775,13.7619,13.4822,8.06662,8.78493,26.1479,58.9615,04/07/15,banana,1.64,1,12:32:35,07/04/15 12:32,1428409955,26.14039632,58.97163404,12.98019731
55,0,12.543379,12.9747,10.5498,10.6254,11.8783,13.7633,13.4829,8.06674,8.78509,26.147,58.962,04/07/15,banana,1.64,1,12:32:36,07/04/15 12:32,1428409956,26.1396598,58.97216764,12.98074214
56,0,12.543657,12.9758,10.5505,10.6263,11.879,13.7646,13.4833,8.06699,8.7854,26.1454,58.9655,04/07/15,banana,1.64,1,12:32:37,07/04/15 12:32,1428409957,26.13894511,58.97265196,12.98125897
57,0,12.543935,12.9763,10.551,10.6271,11.8797,13.7658,13.4836,8.06722,8.78583,26.1439,58.9687,04/07/15,banana,1.64,1,12:32:38,07/04/15 12:32,1428409958,26.13825572,58.9730789,12.98174923
58,0,12.544213,12.9772,10.5517,10.6277,11.8805,13.7668,13.4849,8.06714,8.78606,26.1426,58.9715,04/07/15,banana,1.64,1,12:32:39,07/04/15 12:32,1428409959,26.13759401,58.97344257,12.98221249
59,0,12.544496,12.9769,10.5526,10.6286,11.881,13.7678,13.4863,8.06736,8.78628,26.1414,58.9741,04/07/15,banana,1.64,1,12:32:40,07/04/15 12:32,1428409960,26.13696225,58.97373831,12.98265235
60,0,12.544774,12.9775,10.5531,10.6292,11.8823,13.7686,13.4871,8.06755,8.78647,26.1403,58.9764,04/07/15,banana,1.64,1,12:32:41,07/04/15 12:32,1428409961,26.13636176,58.97396289,12.98306912
61,0,12.545052,12.9783,10.5533,10.6294,11.8825,13.7694,13.4873,8.06744,8.78618,26.1393,58.9785,04/07/15,banana,1.64,1,12:32:42,07/04/15 12:32,1428409962,26.13579632,58.97411399,12.98346217
62,0,12.54533,12.9781,10.5534,10.6297,11.8836,13.7701,13.4875,8.06748,8.78638,26.1385,58.9804,04/07/15,banana,1.64,1,12:32:43,07/04/15 12:32,1428409963,26.13526951,58.9741901,12.98383501
63,0,12.545608,12.9789,10.554,10.6301,11.8841,13.7707,13.4877,8.06752,8.78641,26.1386,58.9796,04/07/15,banana,1.64,1,12:32:44,07/04/15 12:32,1428409964,26.13478051,58.97420137,12.9841866
64,0,12.545892,12.9795,10.5547,10.6307,11.8843,13.7715,13.4878,8.0677,8.78628,26.1387,58.9785,04/07/15,banana,1.64,1,12:32:45,07/04/15 12:32,1428409965,26.13432827,58.97415773,12.98451633
65,0,12.54617,12.9802,10.5554,10.6311,11.8848,13.7723,13.4887,8.068,8.78663,26.1389,58.9774,04/07/15,banana,1.64,1,12:32:46,07/04/15 12:32,1428409966,26.13391153,58.97406856,12.9848236
66,0,12.546448,12.9807,10.5558,10.6315,11.8862,13.7727,13.4895,8.06799,8.78679,26.139,58.9765,04/07/15,banana,1.64,1,12:32:47,07/04/15 12:32,1428409967,26.13352921,58.97394108,12.98510867
67,0,12.546726,12.9812,10.5559,10.6319,11.8875,13.7731,13.4897,8.06813,8.78662,26.1391,58.9756,04/07/15,banana,1.64,1,12:32:48,07/04/15 12:32,1428409968,26.13318001,58.97378229,12.98537039
68,0,12.547004,12.9814,10.5558,10.632,11.8877,13.7739,13.4902,8.06796,8.78663,26.1392,58.9749,04/07/15,banana,1.64,1,12:32:49,07/04/15 12:32,1428409969,26.13286101,58.97359732,12.98561033
69,0,12.547292,12.9819,10.5558,10.6323,11.8882,13.7745,13.4904,8.06781,8.78694,26.1392,58.9742,04/07/15,banana,1.64,1,12:32:50,07/04/15 12:32,1428409970,26.13256738,58.9733913,12.9858281
70,0,12.547571,12.9823,10.5561,10.6324,11.889,13.7749,13.491,8.06782,8.78692,26.1393,58.9736,04/07/15,banana,1.64,1,12:32:51,07/04/15 12:32,1428409971,26.13229468,58.97316859,12.98602335
71,0,12.547849,12.9826,10.5568,10.6326,11.8898,13.7756,13.4913,8.06797,8.78689,26.1394,58.973,04/07/15,banana,1.64,1,12:32:52,07/04/15 12:32,1428409972,26.13203884,58.97293278,12.98619478
72,0,12.548127,12.9829,10.5572,10.633,11.8899,13.7764,13.4919,8.06796,8.78703,26.1394,58.9725,04/07/15,banana,1.64,1,12:32:53,07/04/15 12:32,1428409973,26.13179702,58.97268726,12.98634354
