0,1,2
1.11980825e-07,0.9999485,5.141612e-05
7.176908e-08,0.9999788,2.1048209e-05
1.942766e-07,0.9999002,9.9476216e-05
4.440963e-08,0.99998295,1.70374e-05
4.4872028e-08,0.9999709,2.9131492e-05
6.0379094e-08,0.999928,7.188535e-05
1.3273894e-08,0.9999999,9.9944714e-08
4.098845e-05,0.9999573,1.6395488e-06
4.4015703e-08,0.9999994,5.56464e-07
1.8408306e-07,0.99999857,1.2382636e-06
6.0224675e-06,0.9999926,1.3091097e-06
3.3087748e-08,0.9999993,7.1825434e-07
5.4627858e-08,0.99998975,1.0229908e-05
1.4494749e-07,0.99999964,2.7805157e-07
1.875253e-07,0.99999547,4.3218033e-06
4.4115995e-07,0.9998678,0.00013175227
1.3387195e-07,0.99999857,1.311987e-06
1.0718778e-07,0.9999596,4.029454e-05
1.2987867e-08,1.0,9.328475e-09
1.6053428e-07,0.9999999,2.7783676e-08
2.4138546e-07,0.9999933,6.425823e-06
4.359323e-07,0.99999595,3.5999726e-06
2.0869216e-07,0.99999976,1.0396128e-08
4.023778e-08,0.9999809,1.9098698e-05
6.933339e-09,1.0,4.6770747e-08
3.9667206e-10,0.9999999,1.13272506e-07
1.914215e-06,0.97100914,0.028988956
2.4706885e-08,1.0,1.8242925e-08
3.1241306e-08,0.9999999,1.4670412e-07
1.5774522e-06,0.9999958,2.5821398e-06
1.6967277e-08,1.0,3.5898633e-08
5.1509584e-08,1.0,5.3308835e-08
6.167145e-09,1.0,7.073364e-09
1.4153322e-08,0.9989249,0.0010750736
3.8318852e-08,1.0,3.551703e-08
1.2456314e-07,0.99999964,2.0974225e-07
1.4174609e-06,0.99998176,1.6800634e-05
1.1017454e-06,0.9999987,2.8285044e-07
4.9917563e-08,1.0,4.264296e-08
4.5091406e-09,1.0,1.8371319e-08
1.6384021e-07,0.9998418,0.00015798965
6.1522957e-07,0.99999917,1.8390806e-07
4.4245442e-07,0.9999987,8.5186554e-07
1.7767137e-09,1.0,1.3030918e-08
6.899312e-07,0.99999726,2.0835032e-06
3.5930817e-08,0.9985512,0.0014487747
2.0985975e-07,0.99998367,1.6147414e-05
1.6428446e-07,0.9999223,7.762666e-05
3.1226728e-07,0.9997844,0.00021528984
9.2741436e-07,0.9985267,0.0014722757
3.4636278e-07,0.9998055,0.00019413145
3.2235295e-07,0.99953437,0.0004653427
0.99201775,0.00051248743,0.007469737
0.9945762,0.0008002092,0.0046236212
0.9955136,0.00035050567,0.0041358545
0.99403703,0.00058637693,0.0053766887
0.99096996,0.0010537679,0.0079763625
0.9934915,0.00068881415,0.005819696
0.9925115,0.00093339424,0.0065550376
0.9930795,0.001240292,0.005680223
0.9957261,0.0007711785,0.0035026784
0.99075365,0.0018942578,0.0073521943
0.99147975,0.0014132379,0.0071069817
0.99192727,0.0005473621,0.0075253644
0.9430574,0.004721924,0.05222064
0.95546174,0.012482235,0.032056004
0.94126403,0.0088516,0.049884442
0.95974004,0.0020451287,0.038214885
0.9191552,0.024708027,0.056136828
0.93306065,0.047117822,0.019821534
0.9455117,0.028723191,0.025765104
0.9395953,0.042846162,0.017558604
0.8429489,0.103841156,0.053209864
0.98415035,0.013219506,0.0026302512
0.80562097,0.1129697,0.08140938
0.868474,0.117005296,0.014520682
0.97308415,0.021256441,0.0056594093
0.36679205,0.6124311,0.020776844
0.4717448,0.48721275,0.04104245
0.75485456,0.22680041,0.018345037
0.6916262,0.30324,0.0051338114
0.9218814,0.06435214,0.013766476
0.9826155,0.015139247,0.002245262
0.98185146,0.013733822,0.0044147405
0.9892181,0.0058651725,0.0049167555
0.9843248,0.011941869,0.0037333257
0.97597826,0.018803816,0.0052179955
0.9944793,0.0020682851,0.003452429
0.98226434,0.010097667,0.0076380284
0.9719144,0.0152903,0.012795296
0.9949067,0.0006344012,0.0044588856
0.9942986,0.002496056,0.0032054442
0.99541616,0.0022188898,0.002364899
0.9966581,0.0008771691,0.0024646888
0.9972465,0.0009914008,0.001762156
0.9983014,0.00042277572,0.0012756967
0.9988556,0.00025185023,0.0008925375
0.9989104,0.00022879093,0.00086088426
0.99749774,0.0006435761,0.0018587316
0.99545836,0.0004518743,0.004089736
0.9888693,0.0012872268,0.009843389
0.99167866,0.0010587841,0.0072626206
0.99085146,0.0006393316,0.008509111
0.9907318,0.0017017041,0.007566618
0.9651743,0.0028667194,0.031958982
0.9819717,0.002935061,0.015093293
0.96693426,0.009132996,0.023932789
0.9864986,0.005965167,0.0075362525
0.988706,0.00454749,0.006746493
0.99296004,0.0017067397,0.0053331926
0.9040997,0.010886934,0.08501337
4.934122e-08,0.9999684,3.1643605e-05
2.6772396e-08,0.99998426,1.574959e-05
1.6778719e-08,0.99999404,6.0038615e-06
1.2476272e-06,0.99838185,0.0016169891
1.9175639e-05,0.9708937,0.029087031
0.00016281987,0.95893663,0.040900562
7.381913e-05,0.9815906,0.018335527
0.00078558316,0.68809193,0.31112245
1.15401065e-07,0.9999994,4.6298908e-07
6.179491e-05,0.9961706,0.0037676664
1.4382528e-07,0.9999958,4.0085024e-06
8.986588e-06,0.9969989,0.0029921322
2.7174656e-09,0.9999999,1.06163355e-07
1.3755841e-06,0.9993569,0.00064163347
1.7888764e-08,0.99999154,8.4975845e-06
9.516339e-07,0.9995988,0.00040021967
2.4836837e-07,0.9997894,0.00021034542
4.7513626e-07,0.9994685,0.00053099316
1.3896867e-08,0.99999225,7.750194e-06
4.9968446e-07,0.99974793,0.00025159173
2.980946e-07,0.9999285,7.1204784e-05
1.3172747e-06,0.9988582,0.0011405131
2.751447e-08,0.9999813,1.8771789e-05
3.0755014e-06,0.99758697,0.0024098945
6.017581e-09,0.9999989,1.0160496e-06
9.8862736e-05,0.9317076,0.06819356
4.333566e-06,0.9998153,0.00018048943
3.42358e-07,0.9999964,3.1621792e-06
1.4576833e-07,0.99999416,5.7427537e-06
4.258048e-08,0.9999968,3.1928896e-06
3.0457894e-08,0.9999908,9.165379e-06
6.867413e-09,0.9999999,1.5464514e-07
4.3530198e-07,0.9995085,0.0004910731
1.1483653e-08,0.99999213,7.919181e-06
2.2421044e-07,0.99971837,0.0002813961
1.4169261e-08,0.99999464,5.3770996e-06
1.7939783e-07,0.999711,0.000288763
1.1422467e-08,0.999998,1.9906743e-06
4.7050344e-07,0.99937576,0.0006237767
1.0790527e-07,0.999961,3.8827588e-05
1.4890645e-06,0.9993113,0.00068719394
1.7287047e-06,0.9985941,0.0014040822
1.6248678e-05,0.9777504,0.022233311
6.7565848e-06,0.98399144,0.016001778
1.8172179e-05,0.98828655,0.011695255
9.336769e-05,0.76724064,0.23266594
7.8946205e-06,0.9955729,0.0044190814
8.0188065e-06,0.9849508,0.015041259
0.00014201013,0.5660718,0.43378624
6.6702836e-07,0.99985313,0.00014612975
1.6528185e-05,0.9759292,0.024054298
1.5478172e-08,0.9999906,9.408651e-06
7.4074016e-08,0.99994695,5.2908006e-05
2.7137315e-09,1.0,5.9086673e-08
3.0521907e-09,0.99999845,1.5103858e-06
5.1379883e-09,0.9999951,4.856047e-06
2.2796085e-09,0.9999993,7.396139e-07
1.9474106e-07,0.99438655,0.005613279
3.4190048e-08,0.99998343,1.6629238e-05
5.5586153e-08,0.9998685,0.00013146132
3.2935763e-09,0.99997723,2.2717586e-05
6.288051e-06,0.9801184,0.019875335
3.8570693e-09,0.9999957,4.306569e-06
7.4663395e-09,0.99999523,4.7509593e-06
1.2899782e-08,0.9999945,5.4687184e-06
6.0416514e-06,0.98099697,0.018996947
2.0933335e-07,0.99973434,0.0002653496
1.4719445e-09,0.9999999,1.2546353e-07
9.394938e-09,0.99999464,5.380116e-06
3.5538918e-09,0.99999297,7.043371e-06
5.5857354e-09,0.9999982,1.821506e-06
2.441172e-09,1.0,5.2035016e-08
2.5331423e-07,0.9994105,0.00058926345
6.616097e-09,0.9999933,6.668373e-06
1.2285686e-08,0.9999994,6.0778035e-07
1.5027821e-07,0.9999864,1.3449159e-05
4.994954e-07,0.99965,0.0003495122
3.401145e-07,0.9999354,6.429107e-05
4.685983e-07,0.9997423,0.00025715266
2.5781464e-08,0.99999225,7.730911e-06
4.3974129e-07,0.99967194,0.00032755197
6.610174e-08,0.99998975,1.01285605e-05
1.055017e-06,0.9995964,0.00040257693
2.4435675e-08,0.9999809,1.9083294e-05
4.8797784e-07,0.99945015,0.0005493527
3.65196e-05,0.85808754,0.14187597
0.00012775204,0.33801922,0.661853
7.8480404e-08,0.9999881,1.1780407e-05
4.507371e-08,0.9999236,7.6377655e-05
3.6179824e-08,0.999969,3.0983767e-05
2.843085e-06,0.9954608,0.00453633
2.9366323e-08,0.99997795,2.2094655e-05
1.1019855e-08,0.9999993,7.0996697e-07
5.108991e-07,0.99958247,0.00041710123
7.1182114e-08,0.99978524,0.00021459674
2.9200303e-06,0.996756,0.003241044
4.7465565e-09,0.9999975,2.47417e-06
4.727787e-07,0.9993419,0.00065754773
1.0368043e-07,0.9998442,0.00015567002
1.07478045e-05,0.98596233,0.014026981
5.3881547e-07,0.9993617,0.0006377602
3.298224e-08,0.9999944,5.647228e-06
7.737459e-08,0.99998057,1.9284624e-05
1.4345694e-08,0.9999832,1.6758811e-05
4.907496e-07,0.99982685,0.00017266859
2.0689734e-08,0.00012765214,0.9998723
3.2979468e-08,0.00013711189,0.9998628
3.7821366e-08,0.000526877,0.99947315
2.2387301e-08,0.000109764616,0.9998902
3.9862282e-08,0.00027951135,0.9997204
3.7117566e-08,0.00019726779,0.99980277
2.1654245e-08,0.00022187561,0.9997781
2.1915156e-08,0.0001010294,0.9998989
6.440697e-09,3.529161e-05,0.9999647
2.2147967e-08,0.00040556066,0.9995944
1.1836544e-08,0.00012862401,0.9998714
2.759901e-08,0.0002925257,0.9997074
2.0473163e-08,0.0005432348,0.9994567
3.0705717e-08,0.0011041163,0.9988959
2.394441e-08,0.0017074001,0.9982926
2.586159e-08,0.0017192725,0.99828076
3.7827103e-08,0.012475157,0.98752475
3.3943866e-08,0.0011845535,0.9988154
1.5849013e-08,0.0004684866,0.9995315
1.480266e-08,0.00019393911,0.9998061
2.686625e-08,0.00070061657,0.9992993
1.2484437e-08,0.0002355779,0.9997644
1.0127691e-07,0.003647291,0.99635255
4.7927088e-08,0.00078227196,0.9992176
7.555834e-08,0.0010765165,0.99892336
2.312639e-08,0.00038211263,0.9996178
2.2914426e-08,0.000272541,0.9997274
2.0388581e-08,0.0009159057,0.9990841
4.138569e-08,0.000704226,0.9992957
2.4159137e-08,0.00096310594,0.9990369
3.5890846e-08,0.00035412764,0.9996458
1.9689843e-08,0.000117208016,0.9998828
1.8734521e-08,0.00015225571,0.99984765
2.0670411e-08,0.00017124286,0.9998287
1.6629397e-08,0.00017341976,0.9998266
2.7741864e-08,0.00043980542,0.9995602
1.6564691e-08,7.979329e-05,0.9999201
6.1023904e-08,0.0004412237,0.99955875
2.4525114e-08,0.0001878087,0.9998122
3.9217458e-08,0.00075301336,0.99924695
4.388467e-08,0.0004070111,0.99959296
5.394258e-08,0.0007661887,0.9992337
6.1419364e-08,0.0009679718,0.999032
5.3424323e-08,0.0002849447,0.99971503
1.6389563e-07,0.004178773,0.995821
3.719134e-08,0.0002942765,0.9997056
1.213126e-07,0.0017444917,0.99825543
7.4550975e-08,0.0010556238,0.99894434
6.372762e-08,0.000793447,0.9992065
1.506273e-07,0.002880797,0.99711907
4.4882505e-08,0.0006478781,0.99935204
8.723604e-08,0.0020178573,0.997982
3.5062865e-08,0.00033650835,0.9996635
1.1891175e-07,0.0026799263,0.99732
3.889452e-08,0.00041217034,0.99958783
5.9810596e-08,0.00026225857,0.9997377
2.9994478e-08,0.0005342673,0.99946576
1.5593908e-07,0.0051411977,0.9948586
4.8770406e-08,0.0010603316,0.9989396
1.2140354e-07,0.008927227,0.9910726
9.5338095e-08,0.0050112344,0.9949886
1.45928e-07,0.005810035,0.99418986
4.2068635e-08,0.0017422007,0.9982578
3.7996298e-08,0.001095976,0.998904
7.97179e-08,0.0023748348,0.99762505
1.2426365e-08,0.0005566894,0.99944323
1.0994138e-07,0.0022605783,0.9977393
7.394788e-08,0.00036094562,0.9996389
